latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-24.412,151.069,334.6,1,1,2018-09-07,00:10,T,87,6.0NRT,292.1,32.4,D
-14.565,143.931,314.9,3.4,1.7,2018-09-07,00:10,T,44,6.0NRT,297,34.5,D
-14.559,143.9,320.9,3.4,1.7,2018-09-07,00:10,T,73,6.0NRT,296.9,70.7,D
-14.543,143.903,340.1,3.4,1.7,2018-09-07,00:10,T,85,6.0NRT,299.7,215.2,D
-14.549,143.909,340.8,3.4,1.7,2018-09-07,00:10,T,79,6.0NRT,299.9,225.2,D
-24.413,151.079,321.9,1,1,2018-09-07,00:10,T,77,6.0NRT,294.8,16.4,D
-28.655,148.487,330,1,1,2018-09-07,00:10,T,82,6.0NRT,298.5,22.2,D
-28.663,148.489,319.5,1,1,2018-09-07,00:10,T,63,6.0NRT,299,10.4,D
-31.153,146.528,308.6,1.1,1.1,2018-09-07,00:10,T,52,6.0NRT,295,5.8,D
-32.62,145.784,314.8,1.2,1.1,2018-09-07,00:10,T,73,6.0NRT,289.1,12.4,D
-32.962,145.988,309.3,1.1,1.1,2018-09-07,00:10,T,50,6.0NRT,293.9,7.5,D
-32.966,145.993,304.9,1.1,1.1,2018-09-07,00:10,T,43,6.0NRT,292.9,4.6,D
-14.759,142.386,313.2,4.4,1.9,2018-09-07,00:10,T,55,6.0NRT,298.2,38.2,D
-15.403,143.9,310.4,3.3,1.7,2018-09-07,00:10,T,36,6.0NRT,296.7,21.9,D
-15.67,145.089,321.6,2.7,1.6,2018-09-07,00:10,T,53,6.0NRT,296.9,49.1,D
-15.675,145.115,327.9,2.6,1.6,2018-09-07,00:10,T,81,6.0NRT,296.7,80.1,D
-15.671,145.013,317.5,2.7,1.6,2018-09-07,00:10,T,38,6.0NRT,299,36.6,D
-15.685,145.01,319.9,2.7,1.6,2018-09-07,00:10,T,51,6.0NRT,297.7,42.9,D
-15.689,145.035,328.8,2.7,1.6,2018-09-07,00:10,T,62,6.0NRT,299.5,79.1,D
-15.679,145.106,328.2,2.6,1.6,2018-09-07,00:10,T,81,6.0NRT,297.9,78.4,D
-15.674,145.005,317.3,2.7,1.6,2018-09-07,00:10,T,40,6.0NRT,298.2,34.7,D
-15.679,145.03,328.2,2.7,1.6,2018-09-07,00:10,T,65,6.0NRT,299.1,77,D
-15.693,145.027,323.4,2.7,1.6,2018-09-07,00:10,T,73,6.0NRT,298.7,55.8,D
-15.628,143.78,345.2,3.3,1.7,2018-09-07,00:10,T,93,6.0NRT,299.4,264.4,D
-15.634,143.811,324.9,3.3,1.7,2018-09-07,00:10,T,55,6.0NRT,298.4,89.2,D
-15.649,143.808,327.5,3.3,1.7,2018-09-07,00:10,T,50,6.0NRT,298.2,101.3,D
-15.623,143.774,327.8,3.3,1.7,2018-09-07,00:10,T,81,6.0NRT,298.7,116.6,D
-15.629,143.805,315.1,3.3,1.7,2018-09-07,00:10,T,26,6.0NRT,298.5,41.1,D
-15.638,143.771,337.3,3.3,1.7,2018-09-07,00:10,T,88,6.0NRT,296.9,184.8,D
-15.644,143.802,340.6,3.3,1.7,2018-09-07,00:10,T,90,6.0NRT,298.9,212.6,D
-15.675,143.796,317.6,3.3,1.7,2018-09-07,00:10,T,23,6.0NRT,297.7,47.1,D
-15.681,143.826,317.8,3.3,1.7,2018-09-07,00:10,T,24,6.0NRT,297.8,48.6,D
-15.711,143.82,327.6,3.3,1.7,2018-09-07,00:10,T,63,6.0NRT,297.9,97.3,D
-15.727,143.817,320.7,3.3,1.7,2018-09-07,00:10,T,59,6.0NRT,298.1,59.7,D
-15.707,143.815,328.9,3.3,1.7,2018-09-07,00:10,T,79,6.0NRT,298.1,108.2,D
