latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-12.724,135.873,324.1,1.4,1.2,2018-09-06,01:00,T,68,6.0NRT,308.8,15.2,D
-10.922,142.401,314.4,1.2,1.1,2018-09-06,01:00,T,49,6.0NRT,301.9,6.9,D
-10.977,142.372,316.1,1.2,1.1,2018-09-06,01:00,T,65,6.0NRT,302,7.5,D
-11.185,142.406,324.7,1.2,1.1,2018-09-06,01:00,T,67,6.0NRT,300.6,15.8,D
-11.187,142.417,328.1,1.2,1.1,2018-09-06,01:00,T,74,6.0NRT,300.8,19.5,D
-11.188,142.427,336.9,1.2,1.1,2018-09-06,01:00,T,88,6.0NRT,303.3,34.1,D
-11.19,142.438,327.1,1.2,1.1,2018-09-06,01:00,T,61,6.0NRT,302.8,19.5,D
-11.218,142.406,328.1,1.2,1.1,2018-09-06,01:00,T,53,6.0NRT,299.9,18.9,D
-11.226,142.394,334.1,1.2,1.1,2018-09-06,01:00,T,76,6.0NRT,302.2,29.1,D
-11.228,142.404,327.5,1.2,1.1,2018-09-06,01:00,T,40,6.0NRT,300.5,17.1,D
-11.251,142.499,320.6,1.2,1.1,2018-09-06,01:00,T,56,6.0NRT,301.1,13.4,D
-11.284,142.672,319.9,1.2,1.1,2018-09-06,01:00,T,72,6.0NRT,298.5,15.7,D
-11.253,142.304,324.2,1.2,1.1,2018-09-06,01:00,T,71,6.0NRT,301.4,14.5,D
-11.305,142.536,323.5,1.2,1.1,2018-09-06,01:00,T,75,6.0NRT,298.6,18.1,D
-11.307,142.53,318.5,1.2,1.1,2018-09-06,01:00,T,70,6.0NRT,298.7,13.6,D
-11.308,142.541,313.1,1.2,1.1,2018-09-06,01:00,T,57,6.0NRT,297.1,8.2,D
-11.31,142.194,314.8,1.1,1.1,2018-09-06,01:00,T,14,6.0NRT,298.6,5.7,D
-11.316,142.236,324.3,1.2,1.1,2018-09-06,01:00,T,33,6.0NRT,302.6,14.3,D
-11.325,142.234,324.9,1.2,1.1,2018-09-06,01:00,T,37,6.0NRT,301.2,15.9,D
-11.341,142.275,320.1,1.2,1.1,2018-09-06,01:00,T,69,6.0NRT,299.5,11.8,D
-11.342,142.285,314.5,1.2,1.1,2018-09-06,01:00,T,39,6.0NRT,299.7,6,D
-11.444,142.427,341.3,1.2,1.1,2018-09-06,01:00,T,91,6.0NRT,302.9,46.6,D
-11.446,142.438,328.8,1.2,1.1,2018-09-06,01:00,T,82,6.0NRT,301.1,23,D
-11.454,142.426,316.8,1.2,1.1,2018-09-06,01:00,T,44,6.0NRT,300.8,8.2,D
-11.485,142.416,335.6,1.2,1.1,2018-09-06,01:00,T,87,6.0NRT,300.5,31.8,D
-11.486,142.426,333.9,1.2,1.1,2018-09-06,01:00,T,85,6.0NRT,301.1,28.7,D
-11.488,142.437,331.1,1.2,1.1,2018-09-06,01:00,T,80,6.0NRT,300.5,24,D
-11.496,142.425,330.4,1.2,1.1,2018-09-06,01:00,T,72,6.0NRT,299,22.4,D
-11.51,142.379,332.9,1.2,1.1,2018-09-06,01:00,T,85,6.0NRT,298.8,30.6,D
-12.072,142.319,331.2,1.2,1.1,2018-09-06,01:00,T,82,6.0NRT,302.1,24.5,D
-12.078,142.362,324.7,1.2,1.1,2018-09-06,01:00,T,49,6.0NRT,304.7,13.1,D
-12.081,142.384,337.4,1.2,1.1,2018-09-06,01:00,T,87,6.0NRT,305.1,34.3,D
-12.082,142.318,326.2,1.2,1.1,2018-09-06,01:00,T,52,6.0NRT,304.1,15.7,D
-12.092,142.394,326.7,1.2,1.1,2018-09-06,01:00,T,69,6.0NRT,306.6,14.6,D
-12.051,141.855,328.9,1.1,1.1,2018-09-06,01:00,T,80,6.0NRT,304.3,21.7,D
-12.13,142.36,325.1,1.2,1.1,2018-09-06,01:00,T,51,6.0NRT,304.8,14.9,D
-12.13,142.294,357,1.2,1.1,2018-09-06,01:00,T,98,6.0NRT,299.4,88.5,D
-12.132,142.304,335,1.2,1.1,2018-09-06,01:00,T,66,6.0NRT,300.9,31.7,D
-12.136,142.337,323.3,1.2,1.1,2018-09-06,01:00,T,30,6.0NRT,301.7,13,D
-12.138,142.348,325.7,1.2,1.1,2018-09-06,01:00,T,41,6.0NRT,302.4,16.1,D
-12.143,142.314,328.5,1.2,1.1,2018-09-06,01:00,T,57,6.0NRT,298.6,19.7,D
-12.18,141.915,325.7,1.1,1.1,2018-09-06,01:00,T,0,6.0NRT,312,16.8,D
-12.181,141.925,325.8,1.1,1.1,2018-09-06,01:00,T,66,6.0NRT,312.1,17.1,D
-12.33,142.782,327.1,1.3,1.1,2018-09-06,01:00,T,72,6.0NRT,302,20.9,D
-12.525,143.256,336.8,1.4,1.2,2018-09-06,01:00,T,86,6.0NRT,300.2,51.8,D
-12.383,141.916,335.5,1.1,1.1,2018-09-06,01:00,T,85,6.0NRT,304.8,29.5,D
-12.385,141.927,361.2,1.1,1.1,2018-09-06,01:00,T,100,6.0NRT,306.9,94,D
-12.489,141.874,326.2,1.1,1.1,2018-09-06,01:00,T,76,6.0NRT,306.4,14.8,D
-12.502,141.968,319.2,1.1,1.1,2018-09-06,01:00,T,31,6.0NRT,304.5,7.9,D
-12.606,142.341,328,1.2,1.1,2018-09-06,01:00,T,65,6.0NRT,308.7,15.4,D
-12.547,141.775,343.4,1.1,1.1,2018-09-06,01:00,T,0,6.0NRT,303.1,45.8,D
