latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-25.437,152.145,307.7,1.1,1,2018-08-22,00:10,T,30,6.0NRT,295.8,5.9,D
-31.044,145.727,309.1,1.2,1.1,2018-08-22,00:10,T,61,6.0NRT,296.3,8,D
-31.132,146.553,307,1.1,1.1,2018-08-22,00:10,T,53,6.0NRT,291.1,7.4,D
-30.959,151.513,306.4,1.1,1.1,2018-08-22,00:10,T,64,6.0NRT,288.3,7.2,D
-30.954,151.508,302.9,1.1,1.1,2018-08-22,00:10,T,54,6.0NRT,288.1,4.6,D
-30.002,145.535,308.8,1.3,1.1,2018-08-22,00:10,T,54,6.0NRT,293.8,9.2,D
-30,145.521,320.6,1.3,1.1,2018-08-22,00:10,T,76,6.0NRT,294,23.7,D
-30.308,149.052,311.3,1,1,2018-08-22,00:10,T,56,6.0NRT,300.3,5.6,D
-30.176,149.218,317,1,1,2018-08-22,00:10,T,61,6.0NRT,299.9,8.4,D
-30.196,152.66,302.5,1.2,1.1,2018-08-22,00:10,T,52,6.0NRT,287.7,8.6,D
-29.981,152.898,308.7,1.3,1.1,2018-08-22,00:10,T,67,6.0NRT,291.1,10.8,D
-29.971,152.9,307.5,1.3,1.1,2018-08-22,00:10,T,55,6.0NRT,291,9.7,D
-29.941,152.905,309.4,1.3,1.1,2018-08-22,00:10,T,32,6.0NRT,291.1,10.7,D
-29.943,152.911,310.5,1.3,1.1,2018-08-22,00:10,T,30,6.0NRT,290.8,11.6,D
-29.933,152.912,316.1,1.3,1.1,2018-08-22,00:10,T,73,6.0NRT,293,18.2,D
-29.902,152.745,301,1.2,1.1,2018-08-22,00:10,T,44,6.0NRT,290.9,5.4,D
-29.874,152.684,326.7,1.2,1.1,2018-08-22,00:10,T,75,6.0NRT,289.6,30.9,D
-29.873,152.671,349.6,1.2,1.1,2018-08-22,00:10,T,96,6.0NRT,293.5,79.6,D
-29.871,152.659,326.6,1.2,1.1,2018-08-22,00:10,T,67,6.0NRT,293.7,29.4,D
-29.864,152.686,324.6,1.2,1.1,2018-08-22,00:10,T,83,6.0NRT,290.5,28.8,D
-29.863,152.673,332.5,1.2,1.1,2018-08-22,00:10,T,88,6.0NRT,293.4,41.5,D
-29.853,152.675,333,1.2,1.1,2018-08-22,00:10,T,88,6.0NRT,292.9,41.2,D
-29.851,152.662,318.5,1.2,1.1,2018-08-22,00:10,T,51,6.0NRT,293.5,18,D
-29.498,150.192,319.9,1,1,2018-08-22,00:10,T,75,6.0NRT,296.2,13.8,D
-29.804,152.612,300.2,1.2,1.1,2018-08-22,00:10,T,32,6.0NRT,289.4,5.2,D
-29.35,149.549,311.7,1,1,2018-08-22,00:10,T,31,6.0NRT,299.8,3.8,D
-29.721,152.51,323.4,1.2,1.1,2018-08-22,00:10,T,82,6.0NRT,291.5,27,D
-29.353,150.591,333,1,1,2018-08-22,00:10,T,87,6.0NRT,296.6,30.3,D
-29.352,150.58,349.1,1,1,2018-08-22,00:10,T,95,6.0NRT,297.8,58.7,D
-29.567,152.419,327.6,1.2,1.1,2018-08-22,00:10,T,85,6.0NRT,286.5,34.2,D
-29.566,152.406,316.1,1.2,1.1,2018-08-22,00:10,T,51,6.0NRT,285.4,18.7,D
-29.554,152.396,313.3,1.2,1.1,2018-08-22,00:10,T,42,6.0NRT,287.1,15.5,D
-29.49,152.782,306.3,1.2,1.1,2018-08-22,00:10,T,63,6.0NRT,291.5,8.9,D
-29.489,152.77,302,1.2,1.1,2018-08-22,00:10,T,46,6.0NRT,290,5.1,D
-28.502,147.475,313.2,1.1,1.1,2018-08-22,00:10,T,55,6.0NRT,299.8,7,D
-28.514,147.964,317.2,1.1,1,2018-08-22,00:10,T,69,6.0NRT,297.7,10.1,D
-29.14,152.823,307.7,1.2,1.1,2018-08-22,00:10,T,23,6.0NRT,291.7,8.3,D
-29.138,152.81,308.6,1.2,1.1,2018-08-22,00:10,T,33,6.0NRT,291.3,9.3,D
-29.128,152.811,338.5,1.2,1.1,2018-08-22,00:10,T,91,6.0NRT,294.2,51.2,D
-29.128,152.889,345.4,1.2,1.1,2018-08-22,00:10,T,94,6.0NRT,296,65.2,D
-29.119,152.897,341.9,1.2,1.1,2018-08-22,00:10,T,70,6.0NRT,295.9,55.2,D
-29.109,152.899,348.2,1.2,1.1,2018-08-22,00:10,T,95,6.0NRT,295.9,73.2,D
-29.102,152.848,322.1,1.2,1.1,2018-08-22,00:10,T,58,6.0NRT,293.2,22,D
-28.639,150.547,311.9,1,1,2018-08-22,00:10,T,37,6.0NRT,299.2,4.8,D
-28.63,150.549,316.5,1,1,2018-08-22,00:10,T,72,6.0NRT,300.9,8.5,D
-28.623,150.557,316.3,1,1,2018-08-22,00:10,T,42,6.0NRT,301.6,7.1,D
-28.421,150.828,317.5,1,1,2018-08-22,00:10,T,55,6.0NRT,299,11.1,D
-28.334,150.999,318.4,1,1,2018-08-22,00:10,T,76,6.0NRT,293.4,16.1,D
-27.765,148.756,314.7,1,1,2018-08-22,00:10,T,63,6.0NRT,299.4,8.6,D
-27.967,151.19,328.7,1,1,2018-08-22,00:10,T,84,6.0NRT,297.2,24.3,D
-27.305,148.822,314.7,1,1,2018-08-22,00:10,T,65,6.0NRT,300.2,7.7,D
-27.524,151.902,309,1.1,1,2018-08-22,00:10,T,57,6.0NRT,296.3,5.3,D
-26.438,150.647,305.3,1,1,2018-08-22,00:10,T,40,6.0NRT,292.9,5.3,D
-26.373,150.388,305.7,1,1,2018-08-22,00:10,T,40,6.0NRT,295.4,4.4,D
-26.359,150.992,313.1,1,1,2018-08-22,00:10,T,69,6.0NRT,295.5,10,D
-25.633,149.333,306.1,1,1,2018-08-22,00:10,T,47,6.0NRT,293.5,6.1,D
-25.631,149.323,308.1,1,1,2018-08-22,00:10,T,56,6.0NRT,293.4,7.4,D
-25.599,152.41,305.4,1.1,1,2018-08-22,00:10,T,42,6.0NRT,295.2,4.7,D
-25.196,149.845,306.5,1,1,2018-08-22,00:10,T,23,6.0NRT,295.5,3.9,D
-25.179,149.858,309.3,1,1,2018-08-22,00:10,T,26,6.0NRT,296.6,5.1,D
-24.878,147.959,318.1,1.2,1.1,2018-08-22,00:10,T,74,6.0NRT,294.9,17.2,D
-24.876,147.948,311.4,1.2,1.1,2018-08-22,00:10,T,57,6.0NRT,295.5,9.8,D
-24.847,147.834,312.4,1.2,1.1,2018-08-22,00:10,T,66,6.0NRT,298.3,9.5,D
-24.841,147.977,312.5,1.2,1.1,2018-08-22,00:10,T,66,6.0NRT,295.1,11.4,D
-24.839,147.966,319.8,1.2,1.1,2018-08-22,00:10,T,76,6.0NRT,296.4,18.5,D
-24.834,147.931,307.9,1.2,1.1,2018-08-22,00:10,T,41,6.0NRT,295.8,5.2,D
-22.893,150.095,331,1,1,2018-08-22,00:10,T,84,6.0NRT,305.8,24.2,D
-22.895,150.105,320.8,1,1,2018-08-22,00:10,T,60,6.0NRT,304.8,10.9,D
-22.902,150.093,328.2,1,1,2018-08-22,00:10,T,72,6.0NRT,299.4,21,D
-23.339,150.598,325.1,1,1,2018-08-22,00:10,T,79,6.0NRT,296,20.3,D
-23.34,150.608,310.8,1,1,2018-08-22,00:10,T,12,6.0NRT,293.6,6.6,D
-23.255,149.159,341.2,1.1,1,2018-08-22,00:10,T,90,6.0NRT,303.3,43.2,D
-23.257,149.169,317.6,1.1,1,2018-08-22,00:10,T,68,6.0NRT,301.7,9.4,D
-23.26,149.152,313.4,1.1,1,2018-08-22,00:10,T,57,6.0NRT,301.4,5.7,D
-23.262,149.162,332.3,1.1,1,2018-08-22,00:10,T,84,6.0NRT,302.2,28.1,D
-23.657,150.327,311,1,1,2018-08-22,00:10,T,50,6.0NRT,298.5,6.1,D
