latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-20.737,139.477,321.1,1,1,2018-09-08,00:50,T,61,6.0NRT,305.3,9,D
-10.757,142.432,321.3,1,1,2018-09-08,00:50,T,70,6.0NRT,301.2,10.6,D
-10.851,142.384,317.5,1,1,2018-09-08,00:50,T,54,6.0NRT,302.6,7.2,D
-11.145,142.377,337.4,1,1,2018-09-08,00:50,T,75,6.0NRT,306.8,26.1,D
-11.168,142.411,332.5,1,1,2018-09-08,00:50,T,24,6.0NRT,309,18.3,D
-11.181,142.372,368.4,1,1,2018-09-08,00:50,T,100,6.0NRT,301.8,100.7,D
-11.259,142.709,313.1,1,1,2018-09-08,00:50,T,42,6.0NRT,296.4,5.3,D
-11.226,142.425,338.4,1,1,2018-09-08,00:50,T,88,6.0NRT,300.8,30,D
-11.227,142.434,351.7,1,1,2018-09-08,00:50,T,96,6.0NRT,299.2,56.1,D
-11.269,142.53,321.5,1,1,2018-09-08,00:50,T,66,6.0NRT,300.5,12.5,D
-11.297,142.536,333.2,1,1,2018-09-08,00:50,T,84,6.0NRT,301.3,27,D
-11.32,142.254,325.6,1,1,2018-09-08,00:50,T,58,6.0NRT,298.8,14.1,D
-11.326,142.234,323.7,1,1,2018-09-08,00:50,T,73,6.0NRT,293.1,14.4,D
-11.343,142.288,324.9,1,1,2018-09-08,00:50,T,40,6.0NRT,302.5,12.7,D
-11.465,142.423,328,1,1,2018-09-08,00:50,T,71,6.0NRT,300.2,16.8,D
-11.466,142.432,329.3,1,1,2018-09-08,00:50,T,79,6.0NRT,296.8,18.3,D
-11.477,142.44,323,1,1,2018-09-08,00:50,T,63,6.0NRT,298.1,11,D
-11.517,142.343,331,1,1,2018-09-08,00:50,T,83,6.0NRT,285.5,23.5,D
-11.52,142.362,322.5,1,1,2018-09-08,00:50,T,37,6.0NRT,287,12.7,D
-11.521,142.371,320,1,1,2018-09-08,00:50,T,48,6.0NRT,285.1,10.2,D
-11.524,142.389,331,1,1,2018-09-08,00:50,T,83,6.0NRT,287.2,21.7,D
-11.528,142.416,319.7,1,1,2018-09-08,00:50,T,29,6.0NRT,288.9,8.7,D
-11.53,142.426,328.5,1,1,2018-09-08,00:50,T,81,6.0NRT,290.6,19.3,D
-11.533,142.388,333.9,1,1,2018-09-08,00:50,T,75,6.0NRT,284.4,25.8,D
-11.535,142.397,337.2,1,1,2018-09-08,00:50,T,82,6.0NRT,284.9,30.6,D
-11.536,142.406,352.3,1,1,2018-09-08,00:50,T,96,6.0NRT,286.6,59.8,D
-12.063,142.355,327.5,1,1,2018-09-08,00:50,T,59,6.0NRT,307.8,13.1,D
-12.067,142.382,339,1,1,2018-09-08,00:50,T,88,6.0NRT,308.5,28.4,D
-12.068,142.391,329,1,1,2018-09-08,00:50,T,40,6.0NRT,308.3,12.9,D
-12.078,142.399,329,1,1,2018-09-08,00:50,T,76,6.0NRT,309.6,12.6,D
-12.153,142.344,326.8,1,1,2018-09-08,00:50,T,73,6.0NRT,306.6,10.8,D
-12.155,142.353,322.6,1,1,2018-09-08,00:50,T,34,6.0NRT,305.9,6.5,D
-12.161,142.334,322.8,1,1,2018-09-08,00:50,T,53,6.0NRT,305.5,7,D
-12.31,142.781,325.5,1,1,2018-09-08,00:50,T,74,6.0NRT,304.5,10.8,D
-12.311,142.79,325.9,1,1,2018-09-08,00:50,T,74,6.0NRT,305.9,11.6,D
-12.312,142.734,327.3,1,1,2018-09-08,00:50,T,70,6.0NRT,305.5,13.3,D
-12.314,142.743,328.8,1,1,2018-09-08,00:50,T,75,6.0NRT,305.3,14.1,D
-12.331,142.797,321.2,1,1,2018-09-08,00:50,T,31,6.0NRT,304.9,7,D
-12.34,142.795,320.4,1,1,2018-09-08,00:50,T,7,6.0NRT,303.9,6.7,D
-12.345,142.766,336.1,1,1,2018-09-08,00:50,T,85,6.0NRT,307.1,25,D
-12.354,142.765,323.4,1,1,2018-09-08,00:50,T,52,6.0NRT,303.1,9.9,D
-12.489,141.882,322,1,1,2018-09-08,00:50,T,51,6.0NRT,308.4,7.6,D
