latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-12.475,142.298,318.8,3.4,1.7,2018-09-18,01:25,T,56,6.0NRT,300.4,46.7,D
-12.324,141.904,315.9,3.1,1.7,2018-09-18,01:25,T,55,6.0NRT,298.8,32.1,D
-12.325,141.909,315.7,3.1,1.7,2018-09-18,01:25,T,55,6.0NRT,298.8,30,D
-12.14,141.88,321,3.1,1.7,2018-09-18,01:25,T,55,6.0NRT,298.6,54.9,D
-12.137,141.852,319.5,3.1,1.7,2018-09-18,01:25,T,66,6.0NRT,298.2,48.6,D
-12.138,141.857,323.5,3.1,1.7,2018-09-18,01:25,T,33,6.0NRT,298.6,61.8,D
-12.25,133.117,331.6,1,1,2018-09-18,01:25,T,59,6.0NRT,317.6,9.1,D
-12.251,133.126,332.5,1,1,2018-09-18,01:25,T,70,6.0NRT,316.2,10.9,D
-12.749,136.584,329.8,1.3,1.1,2018-09-18,01:25,T,63,6.0NRT,305.5,23.8,D
-12.685,135.889,323.6,1.2,1.1,2018-09-18,01:25,T,31,6.0NRT,311.4,7.2,D
-12.677,135.761,328.1,1.1,1.1,2018-09-18,01:25,T,52,6.0NRT,312.9,12.4,D
-12.699,135.855,327.7,1.2,1.1,2018-09-18,01:25,T,49,6.0NRT,313.7,9.8,D
-12.265,132.609,325,1,1,2018-09-18,01:25,T,20,6.0NRT,312.9,7.1,D
-12.733,135.577,332.9,1.1,1.1,2018-09-18,01:25,T,76,6.0NRT,315.1,18.7,D
-12.317,132.648,328.4,1,1,2018-09-18,01:25,T,50,6.0NRT,314.7,9.6,D
-12.332,132.684,333.4,1,1,2018-09-18,01:25,T,67,6.0NRT,313.6,17.7,D
-12.336,132.712,345,1,1,2018-09-18,01:25,T,88,6.0NRT,314.4,33.7,D
-12.338,132.721,367.2,1,1,2018-09-18,01:25,T,100,6.0NRT,317.9,89.9,D
-12.339,132.73,344.4,1,1,2018-09-18,01:25,T,87,6.0NRT,313.3,33.7,D
-12.775,135.741,329,1.1,1.1,2018-09-18,01:25,T,48,6.0NRT,312.6,12.1,D
-12.777,135.751,339.1,1.1,1.1,2018-09-18,01:25,T,84,6.0NRT,314.4,30,D
-12.778,135.762,328.1,1.2,1.1,2018-09-18,01:25,T,42,6.0NRT,313.7,10.6,D
-12.6,134.252,336.8,1,1,2018-09-18,01:25,T,81,6.0NRT,315.5,21.2,D
-12.618,134.249,359.3,1,1,2018-09-18,01:25,T,99,6.0NRT,314.7,68.5,D
-12.619,134.258,372.9,1,1,2018-09-18,01:25,T,100,6.0NRT,316.6,110.6,D
-12.621,134.268,345.1,1,1,2018-09-18,01:25,T,86,6.0NRT,315.2,33.2,D
-12.622,134.277,348.2,1,1,2018-09-18,01:25,T,92,6.0NRT,316.3,39.8,D
-12.623,134.286,335.1,1,1,2018-09-18,01:25,T,62,6.0NRT,315.6,16.8,D
-12.879,135.828,327.6,1.2,1.1,2018-09-18,01:25,T,62,6.0NRT,312.6,12.2,D
-12.409,132.344,334.3,1,1,2018-09-18,01:25,T,79,6.0NRT,312.3,19.1,D
-12.429,132.351,338.5,1,1,2018-09-18,01:25,T,84,6.0NRT,312.5,24.2,D
-12.459,132.49,350.5,1,1,2018-09-18,01:25,T,94,6.0NRT,311,49,D
-12.461,132.5,341.3,1,1,2018-09-18,01:25,T,87,6.0NRT,312.1,30.5,D
-12.485,132.658,344.8,1,1,2018-09-18,01:25,T,90,6.0NRT,314.5,34.1,D
-12.468,132.489,369.6,1,1,2018-09-18,01:25,T,100,6.0NRT,310.9,102.1,D
