latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-12.757,141.83,327.9,1,1,2018-08-23,00:50,T,60,6.0NRT,302.2,16.8,D
-10.99,142.148,320.2,1,1,2018-08-23,00:50,T,59,6.0NRT,296.8,8.9,D
-11.275,142.388,324.6,1,1,2018-08-23,00:50,T,78,6.0NRT,297.6,14.8,D
-11.519,142.482,328.4,1,1,2018-08-23,00:50,T,77,6.0NRT,296.5,19.2,D
-11.52,142.491,328.6,1,1,2018-08-23,00:50,T,76,6.0NRT,296.2,18.9,D
-11.526,142.528,316.9,1,1,2018-08-23,00:50,T,43,6.0NRT,299.6,8.6,D
-11.528,142.481,318.4,1,1,2018-08-23,00:50,T,51,6.0NRT,299.1,9.6,D
-11.529,142.49,321.5,1,1,2018-08-23,00:50,T,70,6.0NRT,299.1,12.1,D
-12.033,142.411,316.9,1,1,2018-08-23,00:50,T,64,6.0NRT,301.3,6.2,D
-12.035,142.42,318.8,1,1,2018-08-23,00:50,T,68,6.0NRT,301.7,8,D
-12.603,142.093,325.4,1,1,2018-08-23,00:50,T,70,6.0NRT,303.9,12.6,D
-12.834,142.969,317.8,1,1,2018-08-23,00:50,T,48,6.0NRT,300.4,9,D
-12.703,141.838,324.7,1,1,2018-08-23,00:50,T,34,6.0NRT,299.7,15.4,D
-12.705,141.857,340.9,1,1,2018-08-23,00:50,T,0,6.0NRT,301.6,32.7,D
-12.714,141.856,355,1,1,2018-08-23,00:50,T,92,6.0NRT,303.2,63.7,D
-12.747,142.068,323.6,1,1,2018-08-23,00:50,T,73,6.0NRT,304.3,11,D
-12.756,142.067,344.7,1,1,2018-08-23,00:50,T,92,6.0NRT,305.6,41.6,D
-12.757,142.076,338.3,1,1,2018-08-23,00:50,T,88,6.0NRT,305,29.7,D
-12.762,142.113,321.9,1,1,2018-08-23,00:50,T,57,6.0NRT,305.5,9.1,D
-12.753,141.802,360.1,1,1,2018-08-23,00:50,T,100,6.0NRT,300.9,80.8,D
-12.754,141.811,366.8,1,1,2018-08-23,00:50,T,94,6.0NRT,305.1,100.5,D
-12.755,141.821,356.3,1,1,2018-08-23,00:50,T,85,6.0NRT,305.2,69.7,D
-14.271,136.652,331.1,1.9,1.3,2018-08-23,00:50,T,72,6.0NRT,303.3,46.7,D
-12.799,141.865,336.2,1,1,2018-08-23,00:50,T,65,6.0NRT,297.7,29.8,D
-12.8,141.874,332.5,1,1,2018-08-23,00:50,T,63,6.0NRT,300.8,25.9,D
-12.802,141.884,318.5,1,1,2018-08-23,00:50,T,0,6.0NRT,302.1,9.6,D
-12.801,141.817,328.2,1,1,2018-08-23,00:50,T,26,6.0NRT,296.8,17.9,D
-13.403,143.272,312.9,1,1,2018-08-23,00:50,T,38,6.0NRT,297.4,6.5,D
-13.189,141.704,335.7,1,1,2018-08-23,00:50,T,86,6.0NRT,302.9,28.9,D
-11.71,132.764,316.5,4.1,1.9,2018-08-23,00:50,T,65,6.0NRT,292.3,84.4,D
-13.21,141.72,327.7,1,1,2018-08-23,00:50,T,70,6.0NRT,302,17.5,D
-13.216,141.7,320.5,1,1,2018-08-23,00:50,T,33,6.0NRT,302.8,9.2,D
-13.226,141.698,327.9,1,1,2018-08-23,00:50,T,46,6.0NRT,301.4,16.5,D
-11.72,132.793,313.3,4.1,1.9,2018-08-23,00:50,T,46,6.0NRT,292.5,61.8,D
-12.675,135.691,315.7,2.4,1.5,2018-08-23,00:50,T,52,6.0NRT,300.5,19.1,D
-14.231,142.642,322.9,1,1,2018-08-23,00:50,T,72,6.0NRT,302.4,10.6,D
-14.647,144.588,336.6,1.1,1.1,2018-08-23,00:50,T,87,6.0NRT,302,37.9,D
-14.649,144.599,335.6,1.1,1.1,2018-08-23,00:50,T,86,6.0NRT,303,35.8,D
-14.262,136.671,322.3,1.9,1.3,2018-08-23,00:50,T,46,6.0NRT,302.6,24.7,D
-20.736,139.477,321.8,1,1,2018-08-23,00:50,T,62,6.0NRT,306,11,D
-21.445,148.373,316,2.5,1.5,2018-08-23,00:50,T,57,6.0NRT,302.3,28.5,D
-18.017,138.892,323.3,1.2,1.1,2018-08-23,00:50,T,60,6.0NRT,309.7,8.7,D
-14.828,131.869,332.7,4.2,1.9,2018-08-23,00:50,T,85,6.0NRT,299.8,201.2,D
-14.825,131.877,339.3,4.2,1.9,2018-08-23,00:50,T,89,6.0NRT,300.9,278.9,D
-14.818,131.839,323.6,4.2,1.9,2018-08-23,00:50,T,76,6.0NRT,299.2,118.9,D
-16.791,144.989,319.5,1.3,1.1,2018-08-23,00:50,T,61,6.0NRT,302.6,12.1,D
-16.759,144.897,319.3,1.3,1.1,2018-08-23,00:50,T,54,6.0NRT,301.8,10.5,D
-15.91,144.327,319.2,1.1,1.1,2018-08-23,00:50,T,47,6.0NRT,301.8,11.9,D
-15.877,144.327,316.3,1.1,1.1,2018-08-23,00:50,T,36,6.0NRT,301.1,8.8,D
-15.875,144.316,323.7,1.1,1.1,2018-08-23,00:50,T,75,6.0NRT,302.3,17.2,D
-15.841,144.138,322.8,1.1,1.1,2018-08-23,00:50,T,73,6.0NRT,302.8,13.7,D
-15.84,144.128,342.9,1.1,1.1,2018-08-23,00:50,T,91,6.0NRT,302.2,46.7,D
-15.829,144.193,316.7,1.1,1.1,2018-08-23,00:50,T,34,6.0NRT,304.2,8.6,D
-14.278,136.661,333.9,1.9,1.3,2018-08-23,00:50,T,0,6.0NRT,301.2,59.2,D
-14.275,136.644,327.2,1.9,1.3,2018-08-23,00:50,T,0,6.0NRT,300.8,38.3,D
-14.267,136.664,327,1.9,1.3,2018-08-23,00:50,T,68,6.0NRT,303.1,37.6,D
-26.523,147.025,323.4,2.4,1.5,2018-08-23,00:55,T,75,6.0NRT,303.7,51.4,D
-26.307,146.803,314.1,2.3,1.5,2018-08-23,00:55,T,60,6.0NRT,302.1,18.2,D
-24.911,147.965,335.7,2.6,1.6,2018-08-23,00:55,T,51,6.0NRT,296.3,125,D
-24.917,149.718,310.3,3.5,1.8,2018-08-23,00:55,T,53,6.0NRT,298.1,39,D
-24.914,149.683,315.1,3.5,1.8,2018-08-23,00:55,T,67,6.0NRT,297.5,64.3,D
-24.766,147.991,311.8,2.6,1.6,2018-08-23,00:55,T,16,6.0NRT,296.4,30.2,D
