latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-13.022,136.156,324.9,1.1,1,2018-08-28,01:10,T,49,6.0NRT,309.5,10.9,D
-11.296,142.273,320.8,1.4,1.2,2018-08-28,01:10,T,64,6.0NRT,300.6,16.4,D
-11.323,142.276,317,1.4,1.2,2018-08-28,01:10,T,50,6.0NRT,298.9,11.8,D
-12.031,142.451,323.1,1.5,1.2,2018-08-28,01:10,T,51,6.0NRT,298.1,20.3,D
-12.041,142.436,329.1,1.5,1.2,2018-08-28,01:10,T,73,6.0NRT,297.4,31.8,D
-12.054,142.428,318.4,1.5,1.2,2018-08-28,01:10,T,32,6.0NRT,295.5,14.3,D
-12.39,142.227,310.3,1.5,1.2,2018-08-28,01:10,T,23,6.0NRT,284.1,6.5,D
-12.395,142.234,310.9,1.5,1.2,2018-08-28,01:10,T,32,6.0NRT,284.4,6.9,D
-12.458,142.212,332,1.5,1.2,2018-08-28,01:10,T,81,6.0NRT,294.8,37.5,D
-12.459,142.225,328.2,1.5,1.2,2018-08-28,01:10,T,73,6.0NRT,292.6,30.5,D
-12.47,142.224,319.7,1.5,1.2,2018-08-28,01:10,T,56,6.0NRT,295,14.4,D
-12.784,143.311,311.2,1.8,1.3,2018-08-28,01:10,T,43,6.0NRT,292.1,16.6,D
-12.793,142.143,323.1,1.5,1.2,2018-08-28,01:10,T,70,6.0NRT,298.2,18.3,D
-12.802,142.128,319.8,1.5,1.2,2018-08-28,01:10,T,41,6.0NRT,298.4,11.1,D
-12.802,141.809,320.7,1.4,1.2,2018-08-28,01:10,T,38,6.0NRT,295.7,14,D
-12.808,141.802,355.3,1.4,1.2,2018-08-28,01:10,T,97,6.0NRT,298.6,106.3,D
-12.816,141.788,328.4,1.4,1.2,2018-08-28,01:10,T,38,6.0NRT,294,29.5,D
-12.818,141.801,362.8,1.4,1.2,2018-08-28,01:10,T,100,6.0NRT,298.3,139.7,D
-12.83,141.812,326.6,1.4,1.2,2018-08-28,01:10,T,35,6.0NRT,295.3,25.1,D
-12.832,141.825,328.9,1.4,1.2,2018-08-28,01:10,T,76,6.0NRT,296,29,D
-12.865,141.833,332,1.4,1.2,2018-08-28,01:10,T,83,6.0NRT,295.7,37.6,D
-12.867,141.846,316.6,1.4,1.2,2018-08-28,01:10,T,29,6.0NRT,295.2,8.9,D
-11.526,132.816,319,1.8,1.3,2018-08-28,01:10,T,54,6.0NRT,303.9,17.2,D
