latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-26.003,151.137,316.4,1.3,1.1,2018-10-07,00:20,T,65,6.0NRT,294.9,16.1,D
-17.423,144.992,371.7,1.5,1.2,2018-10-07,00:20,T,100,6.0NRT,308.3,198.2,D
-17.425,145.005,335.7,1.5,1.2,2018-10-07,00:20,T,84,6.0NRT,306.1,44.1,D
-17.434,145.061,333.5,1.5,1.2,2018-10-07,00:20,T,80,6.0NRT,302,36.8,D
-17.445,145.06,326.2,1.5,1.2,2018-10-07,00:20,T,66,6.0NRT,300.2,22.5,D
-17.47,145.12,321.9,1.5,1.2,2018-10-07,00:20,T,61,6.0NRT,303.1,15,D
-18.029,145.181,322.1,1.4,1.2,2018-10-07,00:20,T,63,6.0NRT,304.9,13.5,D
-18.023,145.176,324.9,1.4,1.2,2018-10-07,00:20,T,70,6.0NRT,308,18.6,D
-18.163,145.626,320.9,1.3,1.1,2018-10-07,00:20,T,42,6.0NRT,303.6,11,D
-18.208,145.706,347.4,1.3,1.1,2018-10-07,00:20,T,93,6.0NRT,304.3,69.7,D
-18.207,145.712,332.9,1.3,1.1,2018-10-07,00:20,T,66,6.0NRT,301.5,33.8,D
-18.229,145.658,326.5,1.3,1.1,2018-10-07,00:20,T,43,6.0NRT,304.1,17.3,D
-17.011,138.809,331.4,4.3,1.9,2018-10-07,00:20,T,78,6.0NRT,306.8,147.4,D
-17.013,138.803,332.3,4.3,1.9,2018-10-07,00:20,T,79,6.0NRT,307.3,159,D
-18.41,145.639,316.9,1.3,1.1,2018-10-07,00:20,T,16,6.0NRT,299.5,10.7,D
-19.032,146.614,314.7,1.1,1.1,2018-10-07,00:20,T,62,6.0NRT,302.6,13.1,D
-17.576,138.063,321.1,4.7,2,2018-10-07,00:20,T,42,6.0NRT,306,63.9,D
-19.403,146.744,340.5,1.1,1.1,2018-10-07,00:20,T,63,6.0NRT,306.7,36.7,D
-23.881,149.15,337.2,1,1,2018-10-07,00:20,T,67,6.0NRT,299.1,31.7,D
-24.97,150.737,326.6,1.2,1.1,2018-10-07,00:20,T,69,6.0NRT,296.1,24.5,D
-17.426,145.077,351.4,1.5,1.2,2018-10-07,00:20,T,95,6.0NRT,305,91.6,D
-26.005,151.151,312.5,1.3,1.1,2018-10-07,00:20,T,54,6.0NRT,293.9,11.4,D
-13.173,141.9,315.6,3,1.7,2018-10-07,00:20,T,27,6.0NRT,299.5,28.1,D
-13.485,143.433,317.7,2.3,1.5,2018-10-07,00:20,T,57,6.0NRT,300.6,29.6,D
-13.482,143.428,316.7,2.3,1.5,2018-10-07,00:20,T,54,6.0NRT,300.5,27.2,D
