latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-10.065,149.928,320.7,1.2,1.1,2018-09-30,00:10,T,61,6.0NRT,299.3,12.6,D
-27.569,147.673,332.4,1,1,2018-09-30,00:15,T,80,6.0NRT,308.9,18.9,D
-29.821,148.264,354.2,1,1,2018-09-30,00:15,T,96,6.0NRT,312,58.4,D
-29.822,148.274,330.7,1,1,2018-09-30,00:15,T,77,6.0NRT,309.6,16.9,D
-29.947,149.09,334.9,1,1,2018-09-30,00:15,T,83,6.0NRT,312,20.9,D
-15.113,142.644,334.2,3.2,1.7,2018-09-30,00:15,T,85,6.0NRT,301.3,131.4,D
-15.132,142.579,326,3.2,1.7,2018-09-30,00:15,T,77,6.0NRT,301.6,78.4,D
-15.443,143.784,334.5,2.6,1.5,2018-09-30,00:15,T,85,6.0NRT,293.4,109.7,D
-15.46,143.879,322.8,2.5,1.5,2018-09-30,00:15,T,45,6.0NRT,296.6,40.1,D
-15.448,143.777,325.5,2.6,1.5,2018-09-30,00:15,T,76,6.0NRT,293.5,64.6,D
-15.453,143.801,335.3,2.6,1.5,2018-09-30,00:15,T,86,6.0NRT,294.3,110.2,D
-15.457,143.825,325.4,2.6,1.5,2018-09-30,00:15,T,66,6.0NRT,294.7,55,D
-15.362,142.489,327.9,3.2,1.7,2018-09-30,00:15,T,79,6.0NRT,301.8,86.4,D
-15.368,142.519,317.8,3.2,1.7,2018-09-30,00:15,T,40,6.0NRT,301.6,26.6,D
-15.361,142.395,317.5,3.3,1.7,2018-09-30,00:15,T,50,6.0NRT,301,32.1,D
-15.366,142.426,331.6,3.3,1.7,2018-09-30,00:15,T,83,6.0NRT,303,117.7,D
-15.359,142.484,331.3,3.2,1.7,2018-09-30,00:15,T,83,6.0NRT,302.1,111.2,D
-15.365,142.514,319.4,3.2,1.7,2018-09-30,00:15,T,61,6.0NRT,301.4,34.4,D
-15.398,142.689,319.3,3.1,1.7,2018-09-30,00:15,T,25,6.0NRT,301.1,32.4,D
-15.362,142.421,334.2,3.3,1.7,2018-09-30,00:15,T,85,6.0NRT,302.7,139.9,D
-15.732,144.319,319.9,2.3,1.5,2018-09-30,00:15,T,64,6.0NRT,299.6,30.3,D
-15.784,144.325,318.3,2.3,1.5,2018-09-30,00:15,T,26,6.0NRT,302,22.6,D
-16.539,142.471,330.5,3.1,1.7,2018-09-30,00:15,T,80,6.0NRT,304.4,95.1,D
-25.627,147.398,323.2,1.1,1,2018-09-30,00:15,T,68,6.0NRT,305,12.5,D
