latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-13.007,132.394,333.8,1.2,1.1,2018-09-27,01:20,T,57,6.0NRT,312.8,16.4,D
-10.743,142.454,315.5,2.5,1.5,2018-09-27,01:20,T,46,6.0NRT,299.3,29,D
-10.737,142.449,313.3,2.5,1.5,2018-09-27,01:20,T,17,6.0NRT,299.2,21.6,D
-10.939,142.278,335.1,2.4,1.5,2018-09-27,01:20,T,82,6.0NRT,302,99.6,D
-10.942,142.3,317.2,2.4,1.5,2018-09-27,01:20,T,67,6.0NRT,300.7,26.7,D
-10.993,142.272,334.7,2.4,1.5,2018-09-27,01:20,T,71,6.0NRT,304.9,79.9,D
-10.99,142.288,328.5,2.4,1.5,2018-09-27,01:20,T,62,6.0NRT,302.2,54.9,D
-12.038,142.114,319.1,2.4,1.5,2018-09-27,01:20,T,68,6.0NRT,301.7,26.6,D
-12.049,142.091,316.1,2.4,1.5,2018-09-27,01:20,T,32,6.0NRT,301.6,18.1,D
-12.044,142.084,317.7,2.4,1.5,2018-09-27,01:20,T,22,6.0NRT,301.7,22.4,D
-12.058,141.864,329.6,2.3,1.5,2018-09-27,01:20,T,82,6.0NRT,302.4,63,D
-12.061,141.885,320.8,2.3,1.5,2018-09-27,01:20,T,46,6.0NRT,302.8,27.8,D
-12.119,141.814,325.5,2.3,1.5,2018-09-27,01:20,T,71,6.0NRT,304,42.6,D
-12.122,141.835,318.4,2.3,1.5,2018-09-27,01:20,T,37,6.0NRT,302.9,18.6,D
-12.116,141.809,319.1,2.3,1.5,2018-09-27,01:20,T,39,6.0NRT,303.2,21.9,D
-12.118,141.83,321.7,2.3,1.5,2018-09-27,01:20,T,68,6.0NRT,303.3,30.6,D
-11.357,132.534,321.1,1.2,1.1,2018-09-27,01:20,T,69,6.0NRT,304.2,9.9,D
-11.347,132.326,347.7,1.2,1.1,2018-09-27,01:20,T,92,6.0NRT,308.2,58,D
-11.348,132.337,328.8,1.2,1.1,2018-09-27,01:20,T,69,6.0NRT,307.9,15.7,D
-11.355,132.313,324.1,1.2,1.1,2018-09-27,01:20,T,62,6.0NRT,306.5,10.9,D
-11.356,132.324,328.4,1.2,1.1,2018-09-27,01:20,T,72,6.0NRT,307.1,17,D
-11.485,132.825,332,1.2,1.1,2018-09-27,01:20,T,71,6.0NRT,306.4,20.1,D
