latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-19.254,146.684,318.7,1,1,2018-08-27,00:25,T,70,6.0NRT,305.3,7.2,D
-11.283,142.505,316.4,2.3,1.5,2018-08-27,00:25,T,66,6.0NRT,293.3,30.7,D
-11.281,142.5,313.4,2.3,1.5,2018-08-27,00:25,T,40,6.0NRT,293.8,20.2,D
-12.183,141.929,315.3,2.4,1.5,2018-08-27,00:25,T,0,6.0NRT,298.1,26,D
-12.695,141.933,319.6,2.3,1.5,2018-08-27,00:25,T,48,6.0NRT,294.2,31.6,D
-12.708,141.93,318.6,2.3,1.5,2018-08-27,00:25,T,0,6.0NRT,294,26.7,D
-12.842,141.855,316,2.4,1.5,2018-08-27,00:25,T,54,6.0NRT,294.7,29.7,D
-12.845,141.877,312.5,2.3,1.5,2018-08-27,00:25,T,14,6.0NRT,295.4,18,D
-12.837,141.85,314.2,2.4,1.5,2018-08-27,00:25,T,44,6.0NRT,295,23.8,D
-12.841,141.872,314.6,2.3,1.5,2018-08-27,00:25,T,35,6.0NRT,295.9,22.3,D
-12.953,142.047,337.9,2.3,1.5,2018-08-27,00:25,T,88,6.0NRT,296.7,100.7,D
-12.956,142.068,348.5,2.3,1.5,2018-08-27,00:25,T,94,6.0NRT,298.3,163.4,D
-12.966,142.044,323.8,2.3,1.5,2018-08-27,00:25,T,76,6.0NRT,298.1,41.2,D
-12.953,142.061,346,2.3,1.5,2018-08-27,00:25,T,93,6.0NRT,298.1,148,D
-12.936,141.891,317.8,2.3,1.5,2018-08-27,00:25,T,61,6.0NRT,296.8,29.3,D
-12.962,142.038,320.7,2.3,1.5,2018-08-27,00:25,T,49,6.0NRT,297.5,28.3,D
-12.966,142.059,327.1,2.3,1.5,2018-08-27,00:25,T,77,6.0NRT,298.1,52.4,D
-15.822,144.164,317.7,1.4,1.2,2018-08-27,00:25,T,64,6.0NRT,298.1,11.3,D
-15.968,144.357,322,1.4,1.2,2018-08-27,00:25,T,49,6.0NRT,303,15.4,D
-15.987,144.341,318.1,1.4,1.2,2018-08-27,00:25,T,14,6.0NRT,302.6,8.6,D
-16.803,144.94,330.8,1.2,1.1,2018-08-27,00:25,T,82,6.0NRT,306.4,25.4,D
-16.814,144.95,325.2,1.2,1.1,2018-08-27,00:25,T,66,6.0NRT,304.4,16.3,D
-16.824,144.948,325.1,1.2,1.1,2018-08-27,00:25,T,55,6.0NRT,304,17.2,D
-16.83,144.923,318.7,1.2,1.1,2018-08-27,00:25,T,25,6.0NRT,303.5,8.1,D
-17.167,138.801,323.4,3.3,1.7,2018-08-27,00:25,T,75,6.0NRT,301.6,80.7,D
-17.163,138.795,316.4,3.3,1.7,2018-08-27,00:25,T,64,6.0NRT,301.4,44,D
-17.178,138.792,313.3,3.3,1.7,2018-08-27,00:25,T,42,6.0NRT,299.9,28.7,D
-34.737,146.574,309.9,1.2,1.1,2018-08-27,00:30,T,58,6.0NRT,291.6,10,D
-24.014,148.139,310.8,1.1,1,2018-08-27,00:30,T,57,6.0NRT,298.4,6.1,D
-30.119,147.752,312.9,1.2,1.1,2018-08-27,00:30,T,69,6.0NRT,292.6,12.2,D
-30.598,147.76,376.3,1.2,1.1,2018-08-27,00:30,T,100,6.0NRT,297.2,177.7,D
-30.599,147.773,363.4,1.2,1.1,2018-08-27,00:30,T,100,6.0NRT,297.3,121,D
-31.365,148.742,304.1,1.4,1.2,2018-08-27,00:30,T,58,6.0NRT,290.2,7.8,D
-31.889,146.484,308.6,1.1,1,2018-08-27,00:30,T,66,6.0NRT,293.1,7.2,D
-32.922,147.341,327.6,1.2,1.1,2018-08-27,00:30,T,78,6.0NRT,291.9,31.2,D
-32.932,147.34,317,1.2,1.1,2018-08-27,00:30,T,59,6.0NRT,288.6,17.3,D
-32.931,147.333,323,1.2,1.1,2018-08-27,00:30,T,78,6.0NRT,289,25,D
-33.289,146.127,306.7,1.1,1,2018-08-27,00:30,T,56,6.0NRT,294.4,4.4,D
-33.291,146.139,309.1,1.1,1,2018-08-27,00:30,T,63,6.0NRT,293.9,6.1,D
-33.86,146.612,310.8,1.2,1.1,2018-08-27,00:30,T,69,6.0NRT,292.1,9.6,D
-35.263,145.032,333.5,1.1,1,2018-08-27,00:30,T,88,6.0NRT,291.9,34.6,D
-35.264,145.043,314,1.1,1,2018-08-27,00:30,T,74,6.0NRT,290.5,12,D
-36.542,149.598,302.7,1.8,1.3,2018-08-27,00:30,T,39,6.0NRT,278.5,19.8,D
-36.637,149.646,315.2,1.8,1.3,2018-08-27,00:30,T,76,6.0NRT,282.9,34.7,D
-36.641,149.64,313.7,1.8,1.3,2018-08-27,00:30,T,74,6.0NRT,283.8,33.2,D
-37.931,147.496,300.8,1.4,1.2,2018-08-27,00:30,T,41,6.0NRT,287,8.3,D
-37.831,144.791,300.6,1.1,1,2018-08-27,00:30,T,25,6.0NRT,285,5.3,D
-38.154,144.568,300.5,1.1,1,2018-08-27,00:30,T,28,6.0NRT,281.8,7.4,D
-16.465,179.451,321.5,1.2,1.1,2018-08-27,01:35,A,74,6.0NRT,299.5,16.3,D
-18.001,177.711,315.3,1.6,1.2,2018-08-27,01:35,A,61,6.0NRT,298.6,12.5,D
-17.971,177.676,318.7,1.6,1.3,2018-08-27,01:35,A,67,6.0NRT,301.7,14.6,D
-17.814,177.752,314.3,1.6,1.2,2018-08-27,01:35,A,66,6.0NRT,298.4,13.4,D
-17.708,177.884,317,1.6,1.2,2018-08-27,01:35,A,47,6.0NRT,300.9,12.3,D
-17.623,178.218,307.7,1.5,1.2,2018-08-27,01:35,A,54,6.0NRT,293.2,8.7,D
-17.529,177.757,318.6,1.6,1.2,2018-08-27,01:35,A,64,6.0NRT,299.4,16,D
-17.361,178.206,319.4,1.5,1.2,2018-08-27,01:35,A,58,6.0NRT,298,21.4,D
-16.464,179.446,321.4,1.2,1.1,2018-08-27,01:35,A,68,6.0NRT,299.6,17.4,D
-17.35,178.205,363.6,1.5,1.2,2018-08-27,01:35,A,94,6.0NRT,299.8,157.1,D
-17.352,178.191,315.4,1.5,1.2,2018-08-27,01:35,A,17,6.0NRT,297.7,11.3,D
-17.357,178.214,329.1,1.5,1.2,2018-08-27,01:35,A,71,6.0NRT,299.2,36.7,D
-17.359,178.201,332.5,1.5,1.2,2018-08-27,01:35,A,80,6.0NRT,298.5,44.8,D
-17.348,178.199,334.2,1.5,1.2,2018-08-27,01:35,A,0,6.0NRT,298.7,47.1,D
-16.783,178.626,312.3,1.3,1.2,2018-08-27,01:35,A,18,6.0NRT,297.4,8.9,D
-16.493,179.386,317.7,1.2,1.1,2018-08-27,01:35,A,56,6.0NRT,300.5,9,D
-15.812,130.442,323.4,2.4,1.5,2018-08-27,02:05,T,67,6.0NRT,300.8,36.2,D
-14.769,126.974,359.3,1.3,1.1,2018-08-27,02:05,T,99,6.0NRT,308.5,99.2,D
-14.77,126.986,386.9,1.3,1.1,2018-08-27,02:05,T,100,6.0NRT,316.1,239.7,D
-14.772,126.998,358.2,1.3,1.1,2018-08-27,02:05,T,99,6.0NRT,313.5,91,D
-14.777,126.961,325.4,1.3,1.1,2018-08-27,02:05,T,71,6.0NRT,303.4,19.8,D
-14.779,126.973,372.4,1.3,1.1,2018-08-27,02:05,T,100,6.0NRT,315,161.6,D
-14.78,126.985,348.4,1.3,1.1,2018-08-27,02:05,T,93,6.0NRT,313.6,60.3,D
-14.788,127.045,331.5,1.3,1.1,2018-08-27,02:05,T,76,6.0NRT,307.6,24.3,D
-14.789,126.972,392.2,1.3,1.1,2018-08-27,02:05,T,100,6.0NRT,315,286.6,D
-14.791,126.983,364.2,1.3,1.1,2018-08-27,02:05,T,100,6.0NRT,314.3,119.3,D
-14.801,126.982,344.8,1.3,1.1,2018-08-27,02:05,T,91,6.0NRT,311.7,53.4,D
-14.811,126.981,336.1,1.3,1.1,2018-08-27,02:05,T,84,6.0NRT,310.3,33.5,D
-14.817,127.029,325.2,1.3,1.1,2018-08-27,02:05,T,30,6.0NRT,311.1,12.6,D
-15.879,130.473,337.1,2.4,1.5,2018-08-27,02:05,T,86,6.0NRT,301.1,97,D
-15.882,130.495,322.3,2.4,1.5,2018-08-27,02:05,T,48,6.0NRT,299.8,30,D
-15.671,128.337,322.7,1.6,1.3,2018-08-27,02:05,T,64,6.0NRT,306.5,15.4,D
-17.412,122.362,334,1,1,2018-08-27,02:05,T,77,6.0NRT,307.3,22.2,D
-17.413,122.372,337.1,1,1,2018-08-27,02:05,T,81,6.0NRT,310.4,25.4,D
-18.22,127.719,327.6,1.6,1.2,2018-08-27,02:05,T,70,6.0NRT,310.4,26,D
-18.224,127.749,328.8,1.6,1.3,2018-08-27,02:05,T,59,6.0NRT,308.6,29,D
-18.235,127.748,323.8,1.6,1.3,2018-08-27,02:05,T,44,6.0NRT,308.5,18.4,D
-18.515,124.839,337.7,1.1,1,2018-08-27,02:05,T,84,6.0NRT,311.8,27.8,D
-18.521,124.842,328.1,1.1,1,2018-08-27,02:05,T,72,6.0NRT,312.8,14.2,D
-18.526,124.81,325,1.1,1,2018-08-27,02:05,T,50,6.0NRT,310.9,9.9,D
-18.535,124.808,343.3,1.1,1,2018-08-27,02:05,T,89,6.0NRT,312.3,39.5,D
-18.537,124.819,339.5,1.1,1,2018-08-27,02:05,T,86,6.0NRT,311.7,31.1,D
-18.532,121.913,331.9,1,1,2018-08-27,02:05,T,54,6.0NRT,312,18.3,D
-21.653,119.776,355.4,1.1,1.1,2018-08-27,02:05,T,97,6.0NRT,308.7,76,D
-21.655,119.786,373.3,1.1,1.1,2018-08-27,02:05,T,100,6.0NRT,313.7,139,D
-21.656,119.797,329,1.1,1.1,2018-08-27,02:05,T,78,6.0NRT,308.2,19.7,D
-21.664,119.785,323.1,1.1,1.1,2018-08-27,02:05,T,70,6.0NRT,306,12.9,D
-21.788,120.315,353.3,1.1,1,2018-08-27,02:05,T,96,6.0NRT,306.8,67.2,D
-21.789,120.326,327.1,1.1,1,2018-08-27,02:05,T,76,6.0NRT,306.4,17.5,D
-21.709,119.059,318.9,1.2,1.1,2018-08-27,02:05,T,62,6.0NRT,304.5,10.7,D
-22.324,120.267,333.2,1.1,1,2018-08-27,02:05,T,83,6.0NRT,307.1,22.8,D
-22.333,120.265,337.3,1.1,1,2018-08-27,02:05,T,86,6.0NRT,306,30.9,D
-22.34,120.253,379.2,1.1,1,2018-08-27,02:05,T,100,6.0NRT,308,154,D
-22.342,120.263,323.2,1.1,1,2018-08-27,02:05,T,52,6.0NRT,305,11.8,D
-21.698,114.981,317.7,2.3,1.5,2018-08-27,02:05,T,53,6.0NRT,302.7,27.6,D
-21.702,115.003,328.8,2.3,1.5,2018-08-27,02:05,T,69,6.0NRT,303,68,D
-21.699,114.996,332.2,2.3,1.5,2018-08-27,02:05,T,72,6.0NRT,303.9,79,D
-11.575,130.256,317.4,2,1.4,2018-08-27,02:05,T,67,6.0NRT,297.8,20.8,D
-11.718,130.244,313.4,2,1.4,2018-08-27,02:05,T,0,6.0NRT,297.2,17.9,D
-12.432,130.654,322,2.2,1.4,2018-08-27,02:05,T,73,6.0NRT,298.5,33.9,D
-13.572,130.399,321.9,2.2,1.4,2018-08-27,02:05,T,43,6.0NRT,304.6,24.7,D
-14.21,130.19,335.6,2.1,1.4,2018-08-27,02:05,T,85,6.0NRT,303.9,78.8,D
-14.183,129.659,331.6,2,1.4,2018-08-27,02:05,T,82,6.0NRT,302.9,57.7,D
-14.195,129.657,374.6,2,1.4,2018-08-27,02:05,T,100,6.0NRT,305,327.5,D
-14.186,129.652,336.2,2,1.4,2018-08-27,02:05,T,86,6.0NRT,303.6,74.9,D
-14.188,129.67,324.5,2,1.4,2018-08-27,02:05,T,73,6.0NRT,301.5,36.4,D
-14.198,129.651,357.1,2,1.4,2018-08-27,02:05,T,98,6.0NRT,303.8,182.7,D
-14.2,129.668,337.7,2,1.4,2018-08-27,02:05,T,87,6.0NRT,301.4,81.3,D
-14.213,126.85,331.6,1.3,1.1,2018-08-27,02:05,T,78,6.0NRT,311.3,24.6,D
-14.214,126.861,324.4,1.3,1.1,2018-08-27,02:05,T,52,6.0NRT,310.6,12.2,D
-14.223,126.848,335.4,1.3,1.1,2018-08-27,02:05,T,66,6.0NRT,314,29.1,D
-14.224,126.86,332.7,1.3,1.1,2018-08-27,02:05,T,49,6.0NRT,312.6,23.8,D
-14.233,126.847,333.6,1.3,1.1,2018-08-27,02:05,T,63,6.0NRT,313.1,24,D
-14.244,126.857,328.5,1.3,1.1,2018-08-27,02:05,T,67,6.0NRT,311.2,15.2,D
-14.247,126.798,347.1,1.2,1.1,2018-08-27,02:05,T,92,6.0NRT,311.1,59.8,D
