latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-16.036,136.826,328.9,1.3,1.1,2018-09-15,00:55,T,36,6.0NRT,311.2,14.8,D
-12.511,134.697,324.1,2.2,1.4,2018-09-15,00:55,T,57,6.0NRT,306.4,21.9,D
-13.808,142.873,324.8,1.1,1,2018-09-15,00:55,T,49,6.0NRT,302.4,9.6,D
-13.811,142.894,333.4,1.1,1,2018-09-15,00:55,T,83,6.0NRT,303.8,21.9,D
-13.812,142.904,337.8,1.1,1,2018-09-15,00:55,T,86,6.0NRT,303.6,30.2,D
-12.699,135.583,324.3,1.8,1.3,2018-09-15,00:55,T,68,6.0NRT,304.4,23.1,D
-13.821,142.903,323,1.1,1,2018-09-15,00:55,T,54,6.0NRT,303.2,8.8,D
-13.824,142.923,332.3,1.1,1.1,2018-09-15,00:55,T,81,6.0NRT,304.3,22,D
-12.704,135.576,327.4,1.8,1.3,2018-09-15,00:55,T,73,6.0NRT,305.4,28.7,D
-12.358,132.698,323.3,3.1,1.7,2018-09-15,00:55,T,58,6.0NRT,302.4,57.8,D
-12.353,131.977,319.1,3.5,1.8,2018-09-15,00:55,T,33,6.0NRT,300.5,46.5,D
-12.345,131.971,322.3,3.5,1.8,2018-09-15,00:55,T,54,6.0NRT,303.4,64,D
-14.357,144.284,323.5,1.3,1.1,2018-09-15,00:55,T,71,6.0NRT,293.9,22.1,D
-14.635,141.836,344.9,1,1,2018-09-15,00:55,T,90,6.0NRT,308.7,38,D
-14.643,141.825,353.3,1,1,2018-09-15,00:55,T,96,6.0NRT,307.4,57.2,D
-14.644,141.834,350.5,1,1,2018-09-15,00:55,T,94,6.0NRT,308.6,49.3,D
-14.652,141.823,337.7,1,1,2018-09-15,00:55,T,84,6.0NRT,306.5,26.1,D
-14.692,142.043,326.7,1,1,2018-09-15,00:55,T,60,6.0NRT,305.6,9.3,D
-14.753,141.822,325.5,1,1,2018-09-15,00:55,T,56,6.0NRT,307.4,7,D
-14.958,141.906,335.8,1,1,2018-09-15,00:55,T,81,6.0NRT,307.2,21.7,D
-13.14,141.799,335,1,1,2018-09-15,00:55,T,83,6.0NRT,300.7,22.6,D
-13.138,141.79,353.3,1,1,2018-09-15,00:55,T,96,6.0NRT,301.5,57.1,D
-13.133,141.816,328.5,1,1,2018-09-15,00:55,T,44,6.0NRT,298.1,16,D
-13.132,141.806,338.4,1,1,2018-09-15,00:55,T,85,6.0NRT,299,30.1,D
-13.13,141.797,334,1,1,2018-09-15,00:55,T,74,6.0NRT,299.7,23.1,D
-12.284,136.422,329.2,1.6,1.3,2018-09-15,00:55,T,72,6.0NRT,296.2,34.5,D
-12.282,136.407,324.4,1.6,1.3,2018-09-15,00:55,T,40,6.0NRT,298.2,22.3,D
-13.064,141.788,336.7,1,1,2018-09-15,00:55,T,85,6.0NRT,298.8,27.6,D
-13.063,141.779,332.3,1,1,2018-09-15,00:55,T,77,6.0NRT,299,20.2,D
-13.058,141.808,324.3,1,1,2018-09-15,00:55,T,65,6.0NRT,297.1,13.5,D
-13.057,141.798,330.9,1,1,2018-09-15,00:55,T,79,6.0NRT,299.3,21.5,D
